Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
t85,0.0,0.0,5.3472206773692775e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240.8331488542383,9.203373766101608e-8,1240.8331489997443
t86,0.0,0.0,1.728505238320108e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.2390274062084,3.0551252071179495e-7,1339.2390278845714
t87,0.0,0.0,1.7224483223634148e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.239027405809,3.0511910473161354e-7,1339.239027883173
t88,0.0,0.0,5.339671276295416e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.7943417201056,9.174200361000282e-8,595.7943418652443
t89,0.0,0.0,3.25891642808022e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5346504534840665e-7,5.708097643160239e-8,4.4313518606081124e-7
t90,0.0,0.0,3.2577019442588596e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5346504391512605e-7,5.633347021682614e-8,4.423755335745408e-7
t91,0.0,0.0,3.256455043082574e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.534650433212926e-7,5.519175716122561e-8,4.4122135091334393e-7
t92,0.0,0.0,3.2551753040683313e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.534650429438636e-7,5.34985543019221e-8,4.39515350286469e-7
t93,0.0,0.0,3.253862284426872e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.321812816889903e-7,5.108296611957813e-8,2.1580287065283714e-7
t94,0.0,0.0,7.604204986196443e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.714616700430713e-5,6.403200839463512e-7,3.854690758687312e-5
t95,0.0,0.0,7.563136621222623e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1605090598291862e-5,6.395113255170666e-7,1.3000915585931191e-5
t96,0.0,0.0,8.225045243633419e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.17685233043704,7.003895337915002e-7,462.1768538533311
t97,0.0,0.0,8.200769593005807e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0813014602283,7.013403164497839e-7,491.08130298164554
t98,0.0,0.0,8.176589437575674e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.4273601826097,7.022948395961084e-7,224.4273617025635
t99,0.0,0.0,8.152503824906056e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.93685141549577,7.032531293993856e-7,311.93685293399926
t100,0.0,0.0,8.128511722902311e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.6636819396683,7.042152043132682e-7,286.6636834567347
t101,0.0,0.0,8.104612130023352e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.88339711373345,7.051810851828767e-7,138.88339862937576
t102,0.0,0.0,8.080804102469809e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.4450895710007,7.061507978865786e-7,137.4450910852319
t103,0.0,0.0,7.243919099100933e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.218003663950578e-6,6.330771555063199e-7,7.575472729366992e-6
t104,0.0,0.0,5.713685954518212e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8552712506307712e-6,4.99001831801472e-7,2.9256416778840643e-6
t105,0.0,0.0,5.698489086721275e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8552712530403195e-6,4.869767245212244e-7,2.9120968862336714e-6
t106,0.0,0.0,5.683293293870002e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5427076284323824e-6,4.714728055888991e-7,2.5825097634082815e-6
t107,0.0,0.0,7.962445646884748e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8806366112631773e-6,6.324304773330432e-7,4.309311653284696e-6
t108,0.0,0.0,1.1692754818265888e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.40255963080847,1.0132826853169558e-6,154.40256181336665
t109,0.0,0.0,1.1660335671973064e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.74866584697804,1.0150630069304124e-6,273.7486680280746
t110,0.0,0.0,1.3322990830582503e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.2390182084926,1.3269320537917417e-6,1339.2390208677236
t111,0.0,0.0,1.1596048125535906e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.9578793159114,1.0186490226917238e-6,828.9578814941653
t112,0.0,0.0,1.1564174266282786e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.68253647765115,1.0204548326899425e-6,137.68253865452343
t113,0.0,0.0,8.635462847174659e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.308641821688351e-6,7.042722259094563e-7,3.876460332315273e-6
t114,0.0,0.0,2.9303176529287426e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.739031477343049e-7,2.6867616924424155e-7,8.356110822714207e-7
t115,0.0,0.0,1.3160870814880702e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.459340435804884e-5,9.825874968941558e-7,2.6892078936431067e-5
t116,0.0,0.0,1.3128380281833914e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74814879149866e-6,9.839457666859267e-7,1.2044932586367978e-5
t117,0.0,0.0,1.3096060187428235e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.418336605107903e-6,9.853094685586836e-7,8.713252092409411e-6
t118,0.0,0.0,1.3063909864936138e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.799781698208685e-6,9.866786273286141e-7,7.092851312030912e-6
