Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8369284180951547e-6,8.393785774257758e-7,3.6763069955209303e-6
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.813629453535435e-6,8.383239314817716e-7,3.6519533850172063e-6
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7906802846985534e-6,8.372705858604038e-7,3.627950870558957e-6
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7680731123732727e-6,8.362185391183411e-7,3.604291651491614e-6
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7458003665185856e-6,8.351677897543781e-7,3.5809681562729638e-6
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.723854708050379e-6,8.341183384815781e-7,3.557973046531957e-6
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7238547389785833e-6,8.351482812240499e-7,3.5590030202026332e-6
t177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7238547433403236e-6,8.36182031816253e-7,3.5600367751565765e-6
t178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5270176958777003e-6,8.372196123617447e-7,2.3642373082394448e-6
t179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13842.502840436975,0.0001719695621444991,13842.503012406538
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23674.330765674866,9069.324663256406,32743.65542893127
